x,y,z
9.987231445,0.106578369,0.383203125
9.96088623,0.019160156,0.370030518
10.00279907,0.014370117,0.336500244
9.96208374,0.113763428,0.433498535
9.933343506,0.033530273,0.379610596
9.984836426,0.05029541,0.391585693
9.947713623,0.082628174,0.51253418
9.954898682,0.026345215,0.360450439
9.918973389,0.117355957,0.46223877
9.918973389,0.045505371,0.413140869
9.970466309,0.008382568,0.427510986
9.969268799,0.029937744,0.477806396
9.993218994,0.023950195,0.40954834
9.835147705,-0.003592529,0.46104126
10.15248779,0.017962646,0.264649658
9.939331055,0.008382568,0.370030518
10.01956421,-0.00239502,0.498164063
9.899813232,0.074245605,0.435893555
9.932145996,0.019160156,0.483793945
9.986033936,0.043110352,0.432301025
9.936936035,0.032332764,0.374820557
9.881850586,0.046702881,0.378413086
9.91298584,0.044307861,0.443078613
9.992021484,0.040715332,0.463436279
10.08063721,0.035925293,0.453856201
9.96088623,0.0490979,0.46223877
9.932145996,0.094603271,0.429906006
10.02794678,0.026345215,0.325722656
9.948911133,-0.019160156,0.402363281
9.902208252,0.010777588,0.415535889
10.00399658,0.020357666,0.46104126
10.05668701,0.041912842,0.354462891
9.953701172,-0.015567627,0.484991455
9.995614014,-0.007185059,0.280217285
9.928553467,0.044307861,0.414338379
9.826765137,0.082628174,0.516126709
9.775272217,0.035925293,0.470621338
9.933343506,0.014370117,0.415535889
9.844727783,0.088615723,0.427510986
9.893825684,0.033530273,0.383203125
10.01477417,0.10418335,0.35805542
9.875863037,0.05029541,0.438288574
9.845925293,0.028740234,0.403560791
9.884245605,0.029937744,0.455053711
9.935738525,0.040715332,0.376018066
9.96447876,0.125738525,0.504151611
10.03393433,0.014370117,0.374820557
9.792037354,0.062270508,0.451461182
9.892628174,0.073048096,0.389190674
9.974058838,0.138911133,0.480201416
10.15967285,-0.037122803,0.276624756
9.96088623,0.071850586,0.379610596
10.00040405,0.045505371,0.447868652
9.958491211,0.056282959,0.481398926
9.982441406,0.062270508,0.276624756
9.946516113,0.028740234,0.340092773
10.09500732,0.111368408,0.368833008
10.05069946,0.080233154,0.398770752
10.05189697,0.039517822,0.311352539
9.880653076,0.038320313,0.425115967
9.966873779,0.009580078,0.319735107
9.96567627,0.034727783,0.403560791
9.987231445,0.041912842,0.450263672
10.00519409,0.044307861,0.396375732
9.952503662,0.037122803,0.449066162
9.920170898,0.065863037,0.453856201
9.915380859,0.053887939,0.371228027
9.969268799,-0.00119751,0.368833008
9.926158447,0.011975098,0.428708496
10.00279907,0,0.367635498
9.813592529,0.058677979,0.470621338
9.853110352,0.070653076,0.414338379
9.917775879,0.033530273,0.397573242
9.879455566,0.083825684,0.399968262
9.939331055,0.014370117,0.422720947
9.868677979,0.062270508,0.426313477
9.899813232,0.068258057,0.443078613
10.02674927,0.022752686,0.329315186
10.06866211,0.044307861,0.296982422
10.0435144,0.092208252,0.473016357
9.933343506,-0.00239502,0.453856201
9.940528564,0.021555176,0.439486084
9.918973389,0.038320313,0.481398926
9.96208374,0.021555176,0.401165771
10.00878662,0.025147705,0.338895264
10.01716919,0.117355957,0.411943359
9.922565918,-0.009580078,0.507744141
9.998009033,0.105380859,0.499361572
10.02195923,0.003592529,0.310155029
9.96447876,0.082628174,0.447868652
10.03513184,0.014370117,0.377215576
9.818382568,0.062270508,0.465831299
9.996811523,0.037122803,0.396375732
9.972861328,0.010777588,0.437091064
10.01237915,0.023950195,0.476608887
9.909393311,0.0490979,0.482596436
9.904603271,0.015567627,0.422720947
9.917775879,0.014370117,0.382005615
10.00279907,0.003592529,0.455053711
9.96208374,0.028740234,0.316142578
10.08542725,0.015567627,0.415535889
9.869875488,0.013172607,0.502954102
10.04231689,0.057480469,0.316142578
10.05069946,-0.008382568,0.40835083
9.972861328,0.083825684,0.350870361
9.830357666,0.071850586,0.45744873
9.927355957,0.045505371,0.499361572
10.03153931,0.025147705,0.30416748
9.826765137,0.032332764,0.423918457
10.1536853,0.119750977,0.310155029
9.957293701,0.025147705,0.456251221
9.904603271,0.009580078,0.475411377
10.03393433,0.035925293,0.336500244
9.781259766,0.075443115,0.433498535
10.00998413,0.011975098,0.446671143
9.990823975,0.10298584,0.456251221
9.904603271,0.015567627,0.490979004
9.916578369,0.137713623,0.617915039
9.936936035,0.119750977,0.499361572
9.956096191,0.004790039,0.479003906
9.990823975,0.034727783,0.383203125
9.945318604,0.061072998,0.455053711
10.02315674,0.015567627,0.441881104
9.893825684,0.058677979,0.405955811
10.05908203,0.111368408,0.423918457
9.843530273,-0.00239502,0.492176514
9.887838135,0.065863037,0.378413086
9.868677979,0.070653076,0.464633789
9.851912842,0.044307861,0.421523438
9.977651367,0.0490979,0.399968262
10.03393433,0.046702881,0.317340088
9.936936035,0.013172607,0.415535889
